comparison,p_value,active_features,active_group
MEF2C_vs_PGM3,0.0942182960126846,CCPG1/DBNL/ETV3/GPBP1/KLF3/PFKL/PPARD/PSMD11/SERTAD2/ZBTB10,3/16
SBDS_vs_PGM3,0.980773723573431,"",""
CSNK1A1_vs_PGM3,0.0563692506672381,SKIL,10
ARPC4_vs_PGM3,0.0105254671886787,"",""
PPP2R1A_vs_PGM3,0.0276300063455404,CRTAP/EIF2S2/KCNQ4/PDLIM5/PRDX4/RBBP6/RFLNB/ZFAND5,14
MIDN_vs_PGM3,0.234202667221679,"",""
XPR1_vs_PGM3,0.354458459097689,FKBP3/SMDT1/USF2,39
TYK2_vs_PGM3,0.0107607919173198,ADAR/ANXA1/ASS1/CD47/CNPY3/CSNK1A1/DTX3L/EIF2AK2/GNAI3/IFI35/IFNAR1/MX2/OTULIN/PARP9/PHACTR4/PML/PTP4A2/RBCK1/SAMD9/SELENOW/SLC3A2/SMARCA5/SNX2/STMP1/TRIM56/USP18,2/6/31
CYLD_vs_PGM3,0.0741294200145022,ANPEP/ANXA11/CCDC167/NDUFA12/PTP4A2/RAB10/SLC3A2/TMEM165,2/24
ADO_vs_PGM3,0.447096638085363,C19orf53/C8orf33/CD276/EBI3/GPNMB/JAK1/MDH2/NME1/RBM23/SAR1B/SF3B6/SWAP70/TUFM,12/34
MAPK1_vs_PGM3,0.58240845146469,AUP1/CD151/DBNL/GRB2/MRPL13/MRPL47/NECTIN3/NUCB1/PFKL/PSMD11/UQCRFS1,16/18/27/37
TLR2_vs_PGM3,0.0287465713814049,ABL2/PDLIM7/PRKAR2A/ZYX,13
STK11_vs_PGM3,0.996925264263403,"",""
SEPHS2_vs_PGM3,0.87434250460283,"",""
STAT2_vs_PGM3,0.0858068115194377,BCAS2/CD47/IFNAR1/PARP9/PML/SELENOW/SMARCA5/SRPRA/STMP1/TRIM56,6/31/41
MAP3K7_vs_PGM3,0.584861200753678,FKBP5/TOP2A,""
RAB5C_vs_PGM3,0.0669378793237527,ANPEP/ANXA11/CD82/HSPA9/NAPRT/PTP4A2/RAB10/SDF2L1/SLC3A2/SNX2/TMEM165,2/7
ALG2_vs_PGM3,0.174217881943071,"",""
MYD88_vs_MAPK1,0.492176732226082,"",""
IKBKG_vs_MAPK1,7.22736475498754e-16,AP3B1/ARID4B/ATF4/CMPK1/DECR1/FBXW5/FERMT3/FLNA/GLUL/HEXA/IER5/IRF8/KIF5B/LDHB/LIPA/LMO2/LPL/MED28/MEF2A/MEIS2/MFF/MSRA/MYL9/N4BP2L2/NME4/OSBPL8/PCBP1/PFKP/PGD/PPARD/SATB1/SCP2/SCPEP1/SLC16A3/SLC43A3/TALDO1/UPP1,3/5/11/21
TAB1_vs_MAPK1,0.476555684542465,"",""
IFNAR1_vs_MAPK1,3.6447397656302e-18,ATG12/C5AR2/CD47/CDC37/CELF1/CNPY3/CSNK1A1/DDX58/DDX60L/EIF2AK2/HMGB3/IFI16/IFNAR1/ISG20/LGALS9/MX2/OAS2/OTULIN/PHACTR4/PJA2/PLD4/PML/PNPT1/PRDX1/PTPN1/PTPRC/RBCK1/RNASET2/RNF213/SAMHD1/SELENOW/SP100/SP110/STIP1/TNIP1/TRIB1/TRIM25/TRIM56,6/31
TXNDC17_vs_MAPK1,0.000235871285182152,"",""
FLI1_vs_MAPK1,0.59094237589458,"",""
MAPK14_vs_MAPK1,7.55158983597182e-11,ADAM9/ATP6V1D/CARD19/CDK13/CENPF/CKS1B/DAZAP2/DOT1L/DUSP2/GCLM/KPNA2/MIER1/MRPL20/NCK2/NEK6/OCIAD1/PHIP/PSMD13/PTEN/PTPRJ/RNF19A/SPI1/TAF11/TOP2A/VGLL4/YTHDF2,4/32/35
KIDINS220_vs_MAPK1,2.28601425037209e-19,APRT/ASAH1/ATF6B/ATRX/BRD2/CMPK1/DECR1/ECHS1/GLUL/GOLIM4/HERC1/ITGB1/KCNN4/KCTD20/KIF5B/LAMP1/LDHB/LPL/LST1/MFF/MSRA/NCAM1/NME4/PFKP/PGD/RPL26L1/SCP2/SCPEP1/SDC4/SLC16A3/SLC43A3/SOCS3/TALDO1/TNPO1/TUFM/TYMS/VPS26A/XRN2,2/5/10/11/24/33/34
MAP2K1_vs_MAPK1,1.99003036556938e-08,ARHGAP10/ARHGAP26/CYTH2/DENND3/DENND4A/GMFG/GRB2/IQGAP1/MOB1A/NAA20/NDFIP1/NUCB1/PSD3/RASGEF1B/TIPRL,18
YEATS4_vs_MAPK1,3.34194475169364e-09,CD47/CELF1/CSNK1A1/HMGB3/IFNAR1/PJA2/TNIP1,""
ATXN7L3_vs_MAPK1,2.13453250362139e-22,ADAM9/AP3B1/APRT/ARHGAP10/ARHGAP26/ARID1B/ARPC4/ATF6B/ATP5F1B/ATP5MF/BCL9L/BOLA3/C5AR2/C8orf59/CAPG/CAPZA1/CD276/CD37/CD47/CDC42EP3/CDK13/CELF1/CHMP4A/COPRS/CORO1B/CPD/CSNK1A1/CTNNA1/CYFIP1/CYTH2/DDX60L/DENND4A/DPYSL2/DUSP5/ECHS1/EIF4G3/FAAP20/FBXW5/FERMT3/FKBP8/FLNA/FUOM/GABARAPL2/GDI2/GPNMB/GRB2/GYPC/H2AFJ/HMGB3/IFNAR1/IL1RN/IL4I1/IQGAP1/LASP1/LAT2/LGALS9/MAP2K2/MIER1/MOB1A/MRPL37/MYL9/NAA20/NCBP2/NCK2/NDFIP1/NDUFA5/NDUFB5/NDUFS7/NEK6/NPDC1/NUCB1/PJA2/PLCG2/PNP/POLR2J3-1/PSD3/PTEN/PTPN1/PTPRJ/RASGEF1B/RND3/RNF181/RPL26L1/SELENOW/SERINC1/SF3B5/SLC25A5/SOCS3/SPI1/STIP1/SWAP70/TIMMDC1/TIPRL/TMEM141/TNIP1/UFD1/UQCR10/VGLL4,1/4/6/9/12/18/21/24
AHR_vs_MAPK1,2.33957878584318e-21,ADAM17/AIF1/ARID1B/ARID4B/ARPC5L/ATP5F1C/AUP1/BLOC1S1/BTG2/CCPG1/CD151/CLTB/CNN2/COX7A2L/CYC1/DRAP1/EIF3I/EIF4G3/EMC6/GLUL/GPNMB/IER5/IL4I1/IRF8/ITGB7/JAK1/LAT2/LIPA/LPL/MAGOH/MED28/MEF2A/MEIS2/METTL26/MINOS1/MRPL13/MRPL18/MRPL47/MSRA/NDUFV2/NSRP1/NUDC/OGFRL1/OS9/OSBPL8/PAIP1/PFKP/PGAM1/PGD/PPARD/PPIE/PPP1CB/PPP1R7/PRELID1/PSMC5/PTPN12/PYCARD/RBM23/RBPJ/REX1BD/RLF/RNH1/RRP36/SATB1/SCAMP3/SCP2/SCPEP1/SEZ6L2/SLC43A2/SLC43A3/SNRPA1/SNRPB/SNRPC/SPCS1/TANK/TOMM20/TPRA1,3/11/12/13/27
PRDM1_vs_MAPK1,0.964425751930514,ANP32B/EXO5/TYMS,33
TNFAIP3_vs_MAPK1,8.79995583569948e-19,AC008105-3/AC245297-3/AES/AL035446-1/AMD1/ARID1B/ATG12/ATP2A2/C5AR2/CD37/CD47/CELF1/CHCHD7/CNPY3/CPD/CSNK1A1/DDX60L/DNTTIP2/EIF1B/ELOA/FAAP20/GARS/H2AFJ/H2AFY/HMGB3/IFNAR1/IL4I1/IRF2BP2/JAK1/LGALS9/MPC1/NPDC1/PET100/PJA2/PLD4/PNP/PNRC2/POLE4/POLR2J3-1/PRDX1/PRPF4B/PSMD4/PTPN1/PTPRC/RASSF5/RBMS1/RNF181/RSRC2/SELENON/SEPT11/SEPT2/SLC39A7/SRSF11/STIP1/TIMMDC1/TM2D2/TMEM184C/TNIP1/TRIB1/WDR26/ZC3H12C,1/6/12/17
JUNB_vs_MAPK1,2.02782637109099e-11,ARHGAP26/ARID4B/BTG2/CCPG1/CYTH2/DENND3/DENND4A/GDI2/GMFG/GRB2/GSTO1/GTF2B/IER5/IQGAP1/IRF8/LIPA/MED28/MEF2A/MOB1A/NAA20/NDFIP1/NUCB1/PCBP1/PPARD/PSD3/RASGEF1B/RBPJ/RLF/RUNX3/SATB1/SELENON/SLC39A7/STAT5A/TIPRL/ZBTB10/ZBTB43,3/17/18
TIRAP_vs_MAPK1,1.42795679429945e-29,APOL6/ARF4/ASAP1/ATP1B3/ATRAID/CD109/CD52/DTX3L/EIF2AK2/EIF6/FXYD5/GEM/ISG20/KCNN2/KDELR2/LGALS3/MX2/NDUFA2/OAS2/PDXK/PHACTR4/PML/PNOC/PNPT1/POLR2L/RBCK1/SAMD9/SAMHD1/SP100/SP110/TRIM25/TRIM56/XAF1/YWHAQ,16/23/31/38
TRIB1_vs_MAPK1,3.17746314735273e-22,ADAM9/ATP5F1C/C5AR2/CD151/CD47/CDK13/DAZAP2/DDX3X/DDX60L/FAAP20/GLUL/GPSM3/HEXA/HMGB3/IFNAR1/IL1RN/KCTD20/LPL/MIER1/MSRA/NCK2/NEK6/NME4/OSBPL8/PAFAH1B1/PFKP/PGD/PHIP/PJA2/PLCG2/PSMD13/PTEN/PTPRJ/PYCARD/RNF181/RNF19A/RNH1/SCAMP3/SCP2/SCPEP1/SEZ6L2/SLC43A3/SNRPA1/SPI1/TALDO1/TGFB1/TIMMDC1/TNIP1/UPP1/VGLL4/YTHDF2/ZBTB7A,1/4/6/11/20/27/35
PICALM_vs_MAPK1,5.62623040051579e-07,ADAM10/AKIRIN1/GPSM3/TGFB1,20
EHMT2_vs_MAPK1,7.2373113335464e-14,AES/AL035446-1/ASAH1/ATP13A3/ATP6V1G1/C11orf96/CD37/CD82/COX20/CPD/CPQ/DDA1/DPP7/FAAP20/FAM177A1/FKBP3/GOLIM4/H2AFJ/H2AFY/LAMP1/MFSD1/MPC1/NDUFB6/NPDC1/PLEKHB2/POLR2J3-1/RBMS1/RNF181/RSRP1/SNRPN/SRSF11/TIMMDC1/TMEM14B/TMEM30A/UBE2F/VOPP1/VPS26A/WSB1/ZC3H12C,1/2/39
STAT1_vs_MAPK1,5.37206746281816e-20,ABHD17A/APOL6/CHTOP/CPEB2/CSNK1D/DDX58/DTX3L/DYNLT1/EIF2AK2/EPSTI1/FBXO32/GNB1/GOLGB1/IFI16/IFI35/IFIH1/IFIT2/ISG20/KCNN4/KIF5B/KPNA4/LY6E/MFF/MX2/NR4A1/OAS2/PARP9/PHACTR4/PML/PNPT1/PRMT2/RAB31/RAP1A/RBCK1/RNF213/SAMD9/SAMHD1/SELENOT/SLU7/SP100/SP110/TAP1/TNPO1/TRIM25/TRIM56/UBE2L6/YWHAE,5/22/31
RELA_vs_MAPK1,5.73958069671587e-23,ABHD17A/AC005224-3/ADAM17/ADAM9/AIF1/ANP32A/APBB1IP/ARID1B/ARID4B/ARL6IP5/ATP6V1D/BAG1/BCL2L11/BTG2/CCPG1/CHST11/CITED2/CLTC/CNN2/CPEB4/DAXX/DAZAP2/DDAH2/EIF4G3/EMP3/ERBIN/GLO1/GPNMB/HERPUD1/HMGA2/HNRNPDL/ID3/IER5/IFI27L2/IL4I1/ITGA5/ITGB5/ITGB7/KCNN4/KIF5B/LAT2/LIPA/LYN/MED13L/MEF2A/MFF/MIER1/MRC2/MRFAP1/MRPL20/MS4A7/NECTIN3/NEK6/NORAD/OGFRL1/PAFAH1B1/PCBP1/PCNP/PEA15/PHLDA1/PLIN3/PPP1CB/PRKAR2A/PSMC6/PSMD13/PTEN/PTPN12/PTPRJ/RAB14/RAB31/RBPJ/RIPK2/RNF130/RPS6KA3/RSF1/RTF2/SATB1/SELENOS/SELENOT/SLC39A1/SLU7/SPI1/STK17A/TAF11/TERF2IP/TMBIM4/TMED5/TNFSF10/TNPO1/TPRA1/TRAF1/VGLL4/YTHDF2/ZFAND6,3/4/5/7/12/13/35/37
TLR1_vs_MAPK1,5.0207529329484e-14,ARHGAP10/ARHGAP26/ARID4B/CENPF/CKS1B/CYTH2/DENND3/DENND4A/DRAP1/GRB2/IER5/IQGAP1/KPNA2/LIPA/MEF2A/MOB1A/NAA20/NUCB1/RASGEF1B/RNF5/SATB1/SSBP3/TIPRL/TOP2A/TUBA1C,3/18/32
CEBPG_vs_MAPK1,0.0350563308843543,"",""
IRAK1_vs_MAPK1,6.16948984586919e-16,ADAM17/AIF1/ANP32A/ANXA4/APBB1IP/ARHGAP26/BAG1/BCL2L11/BNIP3L/CHST11/CNN2/CYTH2/DAXX/DDAH2/EMP3/ERBIN/GDF15/GDI2/GLO1/GRB2/HERPUD1/HMGA2/ID3/IFI27L2/IQGAP1/ITGA5/ITGB5/MORF4L2/MRC2/NAA20/NORAD/NQO1/NUCB1/OGFRL1/PEA15/PPP1CB/PRKAR2A/PTPN12/RIPK2/RPS6KA3/TMBIM4/TNFSF10/TPRA1,7/13/15/18
MAP2K2_vs_MAPK1,6.95395503780881e-19,AGO2/APRT/ATF5/ATP5F1B/ATP5MF/ATRX/ATXN10/BMP8B/BRD2/C8orf59/CLEC11A/COL6A1/COPRS/EIF4E/FMNL3/GABARAPL2/GDF15/HOOK3/IL1A/ITGB1/LST1/MANF/MBNL1/MIF/MRPL37/NCAM1/NDUFS7/RALA/RHEB/SDC4/SERINC1/SF3B5/SKIL/SLC25A5/SOCS3/SUCLG1/TNFRSF1B/TYMP/UFD1/UGCG/USP9X/VASP/VEGFA/XRN2/ZFAND5,10/14/15/24
DNTTIP1_vs_MAPK1,0.259270433026582,TYMS,33
HSP90B1_vs_MAPK1,1.76724825351343e-23,ABHD17A/ADAM17/AIF1/APBB1IP/ASS1/ATOX1/C5AR2/CD47/CELF1/CMPK1/CNN2/CSNK1A1/DDX60L/DECR1/ERBIN/GLUL/GPSM3/GPX4/HEXA/HMGB3/IFNAR1/ITGB5/ITGB7/KCNN4/KCTD20/KIF5B/LDHB/LGALS9/LPL/MESD/MFF/MRC2/MS4A7/MSRA/NME4/NORAD/OGFRL1/OSBPL8/PFKP/PGD/PJA2/PLD4/PPP1CB/PRKAR2A/PTPN12/PUM1/RAB31/SCP2/SCPEP1/SELENON/SELENOT/SELENOW/SLC16A3/SLC39A7/SLC43A3/SLU7/SMS/TALDO1/TGFB1/TNIP1/TNPO1/TPRA1/UPP1/YWHAG/ZC3H12A,5/6/11/13/17/20
IRAK4_vs_MAPK1,7.40216597365975e-18,AC005224-3/ADAM17/AIF1/ARL6IP1/CENPF/CKS1B/CNN2/ERBIN/HS3ST3B1/IER5/ITGB5/ITGB7/KPNA2/MED28/NECTIN3/NORAD/OGFRL1/PCBP1/PPARD/PPP1CB/PRKAR2A/PTPN12/RNF130/SATB1/TMED5/TOP2A/TPRA1,3/13/32/37
TRAF6_vs_MAPK1,3.59170075449083e-21,ABHD17A/AC008105-3/AC245297-3/ADAM17/ADAM9/AIF1/AL035446-1/AMD1/ARID1B/ATF6B/ATP6V1D/BCL9L/BOLA3/C11orf96/CDK13/CHCHD7/CHTOP/CITED2/CLTC/CNN2/CPD/DDX3X/DOT1L/DUSP5/ECHS1/EIF1B/ERBIN/FAAP20/FKBP8/GARS/H2AFJ/IL1RN/IL4I1/ISG20/ITGB5/ITGB7/KCNN4/KIF5B/MFF/MIER1/MPC1/MRC2/MRFAP1/MRPS36/MS4A7/NCK2/NDUFS7/NEK6/NORAD/NPDC1/NPTN/OAS2/OGFRL1/PAFAH1B1/PCNP/PDLIM7/PHACTR4/PHIP/PML/POLE4/POLR2J3-1/PPP1CB/PRKAR2A/PSMC6/PSMD13/PTEN/PTPN12/PTPRJ/RAB31/RBCK1/RBMS1/RGS10/RNF181/RNF19A/RPL26L1/RSRC2/SAMHD1/SEPT11/SERINC1/SF3B5/SLC25A5/SLC39A1/SLC39A7/SLU7/SNRPN/SOCS3/SPI1/SRSF11/TAOK3/TIMMDC1/TNPO1/TPRA1/TROVE2/VCP/VGLL4/XAF1/YTHDF2/ZBTB7A,1/4/5/12/13/17/24/31/35
IKBKB_vs_MAPK1,2.49572392683759e-19,ABHD17A/ACADVL/ADAM9/ARID4B/ARL6IP1/ARPC5L/ATP5F1C/AUP1/BCL9L/BTG2/CARD19/CCPG1/CD151/CDK13/CENPF/CITED2/CKS1B/CLTB/DRAP1/DUSP5/EIF3I/FAM89B/IER5/IRF8/KCNN4/KIF5B/KPNA4/LIPA/LMO2/MED28/MEF2A/MFF/MIER1/MINOS1/MRPL18/NCK2/NEK6/NSRP1/NUP62/OS9/PAFAH1B1/PCBP1/PPP1R7/PSMC5/PTPRJ/PYCARD/RAB31/RNF19A/RNF5/RNH1/RRP36/SATB1/SCAMP3/SEZ6L2/SLC43A2/SMC1A/SPI1/SSBP3/TANK/TAOK3/TOP2A/TUBA1C/VGLL4,3/4/5/27/32
RNF31_vs_MAPK1,1.04614952307945e-11,ARHGAP10/ARHGAP26/ATP6V1D/CAPRIN1/CLTC/CYTH2/DAZAP2/DENND3/DENND4A/GDI2/GRB2/IQGAP1/METAP2/MOB1A/MRFAP1/MRPL20/MRPS10/MRPS36/NAA20/NUCB1/OCIAD1/PABPN1/PCNP/PLIN3/POLR2F/PSD3/PSMC6/PSMD13/RASGEF1B/RTF2/SLC39A1/TAF11/TERF2IP/TIPRL/YTHDF2,18/35/41
MEF2C_vs_MAPK1,1.92034642940106e-24,ADAM9/AGO2/AIF1/ANP32A/ANXA4/ARID4B/ASAH1/ATF5/ATP2A2/ATRX/ATXN10/B4GALT5/BAG1/BCL2L11/BCL9L/BRD2/BTG2/CAPG/CAPZA1/CARD19/CCPG1/CD109/CD47/CDC42EP3/CDK13/CELF1/CHST11/CITED2/CNN2/COPA/CORO1B/CTNNA1/CYFIP1/DAXX/DDAH2/DDX60L/DGAT1/DNAJC3/DOT1L/DRAP1/DUSP2/DUSP4/ECM1/EIF4E/EMP3/ERBIN/FMNL3/GCLM/GLO1/GPI/HERPUD1/HMGA2/HMGB3/HOOK3/HPCAL1/HSD17B12/ID3/IER5/IFI27L2/IFNAR1/IL1RN/IRF8/ITGA5/ITGA6/ITGB1/LMAN1/LMO2/LPP/LRP12/LST1/MBNL1/MCL1/MED28/MEF2A/MEIS2/MFSD1/MGST3/MIER1/MYCBP2/MYO1E/NCAM1/NCK2/NEK6/NQO1/P4HB/PAFAH1B1/PAIP2/PCBP1/PDXK/PEA15/PHIP/PJA2/PPARD/PPP1CB/PPP1R18/PSMD11/PTBP3/PTEN/PTPRJ/QSOX1/RAB1B/RALA/RDX/RHEB/RIPK2/RNF19A/SATB1/SCARB2/SCD/SDC4/SEC11C/SEC22B/SEC61A1/SKIL/SLC39A7/SPI1/STAG2/STAT5A/TAOK3/TEX264/TMBIM4/TNFRSF1B/TNFSF10/TNIP1/TRIP10/UGCG/USP9X/VASP/VCP/VGLL4/VMP1/VPS26A/XRN2/ZBTB7A/ZFAND6/ZNF622,2/3/4/6/7/8/9/10/13/16/17
SBDS_vs_MAPK1,0.0612330811597569,"",""
CSNK1A1_vs_MAPK1,7.67629743726681e-19,ADAM17/AIF1/APBB1IP/ARID1B/ASAH1/ATF5/ATRX/ATXN10/CNN2/EIF4G3/ERBIN/FMNL3/GOLIM4/HERC1/HOOK3/IER5/ITGB1/ITGB5/ITGB7/LAMP1/LAP3/LRP12/LST1/MACF1/MEF2A/MFSD1/MRC2/MS4A7/NCAM1/NORAD/OGFRL1/PPP1CB/RALA/SATB1/SDC4/SELENON/SKIL/SLC39A7/SNX6/TNFRSF1B/TPRA1/UGCG/VPS26A/XRN2,2/3/10/12/13/17
ARPC4_vs_MAPK1,1.0115395584553e-11,AP3B1/ATP2A2/FBXW5/FERMT3/FLNA/JMJD1C/MYL9/SELENON/SLC39A7,17/21
PPP2R1A_vs_MAPK1,0.000629594023879051,C19orf53/CAPZB/COL6A1/GADD45GIP1/TUFM/ZFAND5,14/34
MIDN_vs_MAPK1,4.74687440952689e-05,"",""
XPR1_vs_MAPK1,7.56287286386793e-19,ACADVL/ADAM9/AP2M1/ARHGAP10/ARHGAP26/ARID1B/ARPC5L/ASAH1/ATP5F1B/ATP5F1C/ATP5MF/ATP5PB/AUP1/B4GALT1/BLOC1S1/C8orf59/CD151/CDK13/CITED2/CLTB/COPRS/COX7A2L/CTSH/CYC1/CYTH2/DDX3X/DOT1L/DUSP23/DUSP5/DYNC1H1/ECHS1/EIF3G/EIF3I/EIF4EBP1/EMC6/FKBP3/GABARAPL2/GCLM/GLRX3/GPNMB/GRB2/HAX1/HPCAL1/IL1RN/IL4I1/IQGAP1/LAMP1/LAT2/LSM7/METTL26/MFSD1/MIER1/MINOS1/MRPL18/NAA20/NCBP2/NCK2/NDUFB5/NDUFS7/NDUFV2/NEK6/NENF/NPTN/NSRP1/NUCB1/NUDC/OS9/PAFAH1B1/PDXK/PECAM1/PFDN5/PGAM1/PHIP/PPP1R7/PRELID1/PSD3/PSMB4/PSMC5/PSMD8/PTEN/PTPRJ/PYCARD/RASGEF1B/RBM23/RNH1/RPL26L1/RTRAF/SCAMP3/SERINC1/SERPINB1/SEZ6L2/SF3B5/SLC25A5/SLC43A2/SNRPA1/SNRPB/SNRPD2/SOCS3/SPCS1/SPI1/STOML2/STUB1/SWAP70/TANK/TIPRL/TOMM20/TXN2/UFD1/VGLL4/VPS26A/ZBTB7A,2/4/12/16/18/24/27/39
TYK2_vs_MAPK1,7.52734253038919e-18,ADGRE5/AP1B1/ARL8B/ASAH1/ATG12/ATP6V1G1/CD47/CD68/CD82/CELF1/CHMP4B/CPQ/CSNK1A1/DDX58/DDX60L/DPP7/DTX3L/DYNC1H1/EIF2AK2/EPSTI1/GBP3/GNAI3/GOLIM4/HELZ2/HMGB3/IFI16/IFIT2/IFNAR1/ISG20/LAMP1/LITAF/M6PR/MFSD1/MX2/NAPRT/OAS1/OAS2/PARP9/PHACTR4/PJA2/PLD4/PML/PNPT1/PTPRC/RBCK1/RNF213/SAMD9/SAMHD1/SLC2A6/SP100/SP110/STIP1/TCIRG1/TGOLN2/TMEM30A/TNIP1/TRIM25/TRIM38/TRIM56/VOPP1/VPS26A/XAF1/ZNFX1,2/6/31
CYLD_vs_MAPK1,1.27372033306753e-11,ARHGAP10/ARHGAP26/COPRS/CYTH2/DENND3/DENND4A/ETFB/GDI2/GRB2/IQGAP1/NAA20/NDUFB5/NUCB1/PSD3/RASGEF1B/RPL26L1/SERINC1/SF3B5/SLC25A5/SOCS3/TIPRL,18/24
ADO_vs_MAPK1,0.0736203353562001,"",""
PGM3_vs_MAPK1,5.18752149824349e-07,"",""
TLR2_vs_MAPK1,5.40815626325765e-12,ABHD17A/ADAM17/AIF1/APBB1IP/CNN2/ERBIN/ITGB5/ITGB7/KCNN4/KIF5B/LAP3/MFF/MRC2/MS4A7/NORAD/OGFRL1/PPP1CB/PRKAR2A/PTPN12/RAB31/SELENOT/SLC5A3/SLU7/TPRA1,5/13
STK11_vs_MAPK1,5.07347793664963e-08,AC005224-3/HS3ST3B1/LYN/NECTIN3/RNF130/TMED5,37
SEPHS2_vs_MAPK1,0.00018859899543981,"",""
STAT2_vs_MAPK1,4.37753271392762e-19,APOL6/ASS1/ATOX1/ATP2A2/CD47/CELF1/CPEB2/DDX58/DDX60L/DTX3L/EIF2AK2/FBXO32/FKBP3/HMGB3/IFI16/IFNAR1/ISG20/LGALS9/LY6E/MX2/NMI/OAS1/OAS2/OAS3/PARP9/PHACTR4/PJA2/PML/PNPT1/PRDX1/PRMT2/PTPRC/RBCK1/RNF213/SAMD9/SAMHD1/SELENON/SLC39A7/SP100/SP110/STIP1/TAF7/TMEM14B/TNIP1/TRIB1/TRIM56/XAF1/ZNFX1,6/17/22/31/39
MAP3K7_vs_MAPK1,0.00319256195440672,"",""
RAB5C_vs_MAPK1,1.36650527462666e-08,ANP32A/ANXA11/ARL8B/ASAH1/ATP6V1G1/BAG1/BCL2L11/CD82/CHMP3/CHST11/CPQ/DDAH2/DYNC1H1/EMP3/GLO1/GOLIM4/HERPUD1/HGSNAT/HMGA2/ID3/IFI27L2/ITGA5/LAMP1/MFSD1/MORF4L2/PEA15/RIPK2/SELENOS/SH3KBP1/TMBIM4/TMEM30A/TNFSF10/VPS26A,2/7
ALG2_vs_MAPK1,7.50071829870345e-05,AFF4/AREG/BMP8B/CD70/CKLF/CLEC11A/GDF15/IL1A/INHBA/MANF/METRNL/TYMP,15
MYD88_vs_TLR2,0.00311272215475643,ABL2/AIF1/ANKRD11/APBB1IP/CNN2/COL6A1/CRTAP/EMC10/ENG/HSPB1/ITGAV/KRT10/LAP3/NORAD/PDLIM5/PPP1CB/PRKAR2A/RCN1/SELENOF/TPRA1/ZYX,""
IKBKG_vs_TLR2,4.90234054548146e-06,AP3B1/ARF6/CLIC1/CSNK1D/DNAJC15/DYNLT1/EHD1/FERMT3/FLNA/HEXB/HM13/KPNA4/MYL9/NME4/NUDT14/PGK1/PIM3/PLK3/RAB8B/SCPEP1/SEC63/SELENOT/UXS1/VKORC1/ZC3H12A,5/11/21
TAB1_vs_TLR2,0.08301273949005,CAMTA1/PCLAF/TYMS,33
IFNAR1_vs_TLR2,0.680386238911286,CKS1B/DOCK8/HMGB2/HNRNPH1/IFI35/ISG20/MX2/OAS3/PARP9/PLXNB2/PML/RNF5/SAMD9L/SP110/TOP2A/TRIM38/UBE2L6/USP18,31/32
TXNDC17_vs_TLR2,0.555782917854966,"",""
FLI1_vs_TLR2,0.600467173245172,"",""
MAPK14_vs_TLR2,0.709295584084844,"",""
KIDINS220_vs_TLR2,0.000120128197141845,CAMTA1/CNN2/ITGAV/NORAD/PCLAF/SIVA1/TPRA1/TYMS,13/33
MAP2K1_vs_TLR2,0.0259370943090201,CDC42SE1/DENND4A/GMFG/GRB2/NUCB1/PSD3,18
YEATS4_vs_TLR2,0.0118603954127499,ASS1/ATG12/FXR1/GBP3/HMGB3/IRAK2/LGALS9/OTULIN/PRDX1/STMP1,6
ATXN7L3_vs_TLR2,0.00334412777880262,AP3B1/CDC42SE1/FERMT3/FLNA/MYL9/NUCB1/VKORC1,18/21
AHR_vs_TLR2,0.876417615090433,ARID1B/EIF4G3/IKZF1/IRF2BP2/JAK1/LAT2/PAIP1/PNP/PRRC2C/RBM23,12
PRDM1_vs_TLR2,0.00603533794389917,CAMTA1/PCLAF/TYMS,33
TNFAIP3_vs_TLR2,0.00346985606910397,AC245297-3/ANKRD11/ASS1/ATG12/C16orf72/CD47/CELF1/CFD/CFLAR/CLIC4/COL6A1/CRTAP/DDX24/EFHD2/EIF4G3/ELOA/ENG/FAAP20/FXR1/FYB1/GARS/GBP3/H1FX/HMGB3/IFITM2/IRAK2/KRR1/KRT10/LGALS9/MPC1/OTULIN/PDLIM5/PET100/PLD4/PNRC2/POLE4/PRDX1/PRDX4/PRPF4B/PTPN1/PTPRC/RAB1A/RBBP6/RCN1/SELENOF/SELENOW/SMARCA5/STIP1/STMP1/TMEM158/TMEM184C/WDR26/ZFAND5,1/6/12/14
JUNB_vs_TLR2,0.218666465942062,ARHGAP10/CDC42SE1/DENND4A/GMFG/GRB2/IQGAP1/NUCB1/PSD3/TIPRL,18
TIRAP_vs_TLR2,0.0415085476332236,ATP6V0D1/CIB1/EIF6/FAM50A/KDELR1/KDELR2/MFSD12/MMP24OS/NUDT14/RAB5IF/TMEM219/TRAPPC2L/ZNHIT1,11/38
TRIB1_vs_TLR2,0.00221236993713288,ADAM10/CPM/GBP3/NUDT14/SPN/STMP1,6/11/20
PICALM_vs_TLR2,0.0398274163722691,ADAM10/AKIRIN1/CPM/SPN,20
EHMT2_vs_TLR2,7.02091787967873e-05,AP1B1/ARL8B/ASAH1/ATP6V1G1/CCT8/CD68/CD82/CHMP3/GNAI3/GTF3A/IRF2BP2/LAT2/MFSD10/NDUFB6/PAIP1/PNP/RAB10/RAB5C/SMDT1/SNX2/TCIRG1/TECR/TMEM165/TMEM256/USF2/VPS26A,2/12/39
